row_key,flipped,rule,src_frame,train_frame,question_changed,answer_changed
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:60,True,non_spatial,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__143225.jpg,/workspace/repo_yyy/experiments/24-geometric-aug/runs/24_flip_p25_v1/flip_frames/180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b_60.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:61,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__143350.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__143350.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:62,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__143375.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__143375.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:63,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__143375.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__143375.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:64,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155775.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155775.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:65,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155850.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155850.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:66,True,non_spatial,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155850.jpg,/workspace/repo_yyy/experiments/24-geometric-aug/runs/24_flip_p25_v1/flip_frames/180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b_66.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:67,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155850.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155850.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:68,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155900.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155900.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:69,True,non_spatial,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155925.jpg,/workspace/repo_yyy/experiments/24-geometric-aug/runs/24_flip_p25_v1/flip_frames/180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b_69.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:70,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155925.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155925.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:71,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155925.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155925.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:72,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155950.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155950.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:73,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155950.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155950.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:74,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155950.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155950.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:75,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155975.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155975.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:76,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155975.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__155975.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:77,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156000.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156000.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:78,True,non_spatial,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156000.jpg,/workspace/repo_yyy/experiments/24-geometric-aug/runs/24_flip_p25_v1/flip_frames/180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b_78.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:79,True,non_spatial,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156025.jpg,/workspace/repo_yyy/experiments/24-geometric-aug/runs/24_flip_p25_v1/flip_frames/180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b_79.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:80,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156025.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156025.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:81,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156025.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156025.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:82,True,non_spatial,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156025.jpg,/workspace/repo_yyy/experiments/24-geometric-aug/runs/24_flip_p25_v1/flip_frames/180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b_82.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:83,True,non_spatial,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156050.jpg,/workspace/repo_yyy/experiments/24-geometric-aug/runs/24_flip_p25_v1/flip_frames/180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b_83.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:84,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156050.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156050.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:85,True,non_spatial,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156050.jpg,/workspace/repo_yyy/experiments/24-geometric-aug/runs/24_flip_p25_v1/flip_frames/180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b_85.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:86,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156050.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156050.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:87,True,non_spatial,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156050.jpg,/workspace/repo_yyy/experiments/24-geometric-aug/runs/24_flip_p25_v1/flip_frames/180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b_87.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:88,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156125.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156125.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:89,True,non_spatial,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156125.jpg,/workspace/repo_yyy/experiments/24-geometric-aug/runs/24_flip_p25_v1/flip_frames/180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b_89.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:90,True,non_spatial,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156150.jpg,/workspace/repo_yyy/experiments/24-geometric-aug/runs/24_flip_p25_v1/flip_frames/180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b_90.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:91,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156300.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156300.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:92,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156300.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156300.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:93,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156325.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156325.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:94,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156325.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156325.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:95,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156325.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156325.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:96,False,not_flipped,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156350.jpg,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156350.jpg,False,False
180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b:97,True,non_spatial,/workspace/frames_cache/heico__0000_Heico_Prokto_1_avi__156350.jpg,/workspace/repo_yyy/experiments/24-geometric-aug/runs/24_flip_p25_v1/flip_frames/180e28f0325674197d52706beeabd846851bdd2875264b5c3505e0debfbd8e8b_97.jpg,False,False
