qID,gold,dataset,greedy,greedy_legal,p_top1,margin_top2,gold_rank,value_mass,one_split_exact,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12
heico__1980491,5,heico,4,4,0.21601546141682662,0.025382501466978458,2,0.9999384528055089,False,0.0001054296299116686,0.010754114016890526,0.10203219950199127,0.16822265088558197,0.21600216627120972,0.19062122702598572,0.19062122702598572,0.05461389943957329,0.06188565492630005,0.005079884082078934,0.0,0.0,0.0
heico__1980498,2,heico,1,1,0.8793007878215895,0.7742832487007637,2,0.9999864137622919,True,4.815230568055995e-05,0.8792888414320692,0.10501611232757568,0.009768020361661911,0.003593453671783209,0.001321957679465413,0.0005510739283636212,0.00015788532618898898,0.0001789075176930055,6.182878860272467e-05,1.0533240349328953e-07,2.8349832063308234e-08,4.674097204347088e-08
heico__1980508,5,heico,3,3,0.7661188822593122,0.6624359649153732,4,0.999975884144078,False,5.734402293455787e-05,0.0016758379060775042,0.10368041694164276,0.7661004066467285,0.10368041694164276,0.020415883511304855,0.004020126070827246,0.00020015027257613838,0.00012139728642068803,2.3904543922981247e-05,0.0,0.0,0.0
heico__1980514,3,heico,2,2,0.4955857915556588,0.2614876268565398,3,0.9999707895840402,False,0.00024188602401409298,0.23409132659435272,0.4955713152885437,0.18231052160263062,0.06706828624010086,0.016957517713308334,0.002946774708107114,0.00039880260010249913,0.00031058775493875146,7.37710579414852e-05,0.0,0.0,0.0
heico__1980519,5,heico,3,3,0.5793568283515572,0.3912672061099068,4,0.9999654680541425,False,6.30948634352535e-05,0.0020894149783998728,0.1464792937040329,0.5793368220329285,0.18808312714099884,0.06919191777706146,0.013624696992337704,0.0006783336866647005,0.0003630858554970473,5.568102278630249e-05,0.0,0.0,0.0
heico__1980527,2,heico,2,2,0.3041251327875575,0.0,1,0.999964027756505,False,3.111402111244388e-05,0.1267736554145813,0.3041141927242279,0.3041141927242279,0.18445459008216858,0.0678570494055748,0.010406214743852615,0.001408328185789287,0.0006652470910921693,0.00013944336387794465,0.0,0.0,0.0
heico__1980532,1,heico,2,2,0.6195444000558192,0.3916267192396476,2,0.999979101739882,False,6.338446110021323e-05,0.22791291773319244,0.6195314526557922,0.10765841603279114,0.034951575100421906,0.007798750419169664,0.0015356650110334158,0.0002355018659727648,0.0002355018659727648,5.593659443547949e-05,0.0,0.0,0.0
heico__1980566,1,heico,2,2,0.7224817412141362,0.45669552181845435,2,0.9999866986785975,False,2.6924030862574e-06,0.2657826840877533,0.7224721312522888,0.011677674017846584,4.77239846077282e-05,2.6924030862574e-06,6.007563229104562e-07,1.220510483790349e-07,2.2100590513218776e-07,1.567166520999308e-07,0.0,0.0,0.0
heico__1980588,1,heico,2,2,0.8416839468201944,0.6954212181824913,2,0.9999884301237074,False,6.640240826527588e-06,0.1462610363960266,0.8416742086410522,0.012005836702883244,3.8211950595723465e-05,1.678915964475891e-06,4.244964202371193e-07,9.180378413020662e-08,1.7151205611298792e-07,1.294640981086559e-07,0.0,0.0,0.0
heico__1980740,2,heico,1,1,0.891217353708535,0.7847766168724865,2,0.9999906298061746,True,5.195272751734592e-05,0.8912090028291902,0.1064397394657135,0.002209086436778307,6.670862785540521e-05,8.481049917463679e-06,2.9309724141057814e-06,7.888605182415631e-07,1.1477852694952162e-06,7.888605182415631e-07,8.151270718319427e-10,5.602281351648057e-10,8.151270718319427e-10
heico__1980855,1,heico,2,2,0.8318201290740989,0.6680250350289518,3,0.9999843805914281,False,2.414171149212052e-06,0.003852031659334898,0.8318071365356445,0.16379253566265106,0.0005213157273828983,7.915761671029031e-06,7.362805263255723e-07,8.793617212177196e-08,1.3619819583254866e-07,7.065870022415766e-08,0.0,0.0,0.0
heico__1980980,2,heico,1,1,0.7731066373389247,0.5516078685173321,2,0.9999896563828179,True,1.9801288999587996e-06,0.7730986406198271,0.22149647772312164,0.0052090976387262344,0.00015730112500023097,1.764869739417918e-05,4.750082098325947e-06,1.2784672662746743e-06,1.5421259149661637e-06,9.353466339234728e-07,1.805640396811749e-09,1.028822791368766e-09,1.593471870313907e-09
heico__1982878,2,heico,2,2,0.4867829319028129,8.681789137709124e-08,1,0.9999784625186142,True,0.000645840133074671,0.4867723610084566,0.48677244782447815,0.024234972894191742,0.0012065883493050933,0.0002375913318246603,7.246125460369512e-05,1.2591878657985944e-05,1.7211057638633065e-05,6.331594249786576e-06,4.266185629632383e-08,9.519146209311762e-09,1.3011130724118836e-08
heico__1982879,3,heico,2,2,0.4415911281925957,0.20522442173518118,2,0.9999572472006548,False,0.0033714454621076584,0.0677172988653183,0.44157224893569946,0.23635660111904144,0.16244536638259888,0.05976030230522156,0.021984586492180824,0.002975290408357978,0.0033714454621076584,0.000402661768021062,0.0,0.0,0.0
heico__1982880,3,heico,2,2,0.5165883608675889,0.11426895643010707,3,0.9999642879411113,False,0.03302320837974548,0.4023050367832184,0.5165699124336243,0.03742019832134247,0.008349575102329254,0.0016441288171336055,0.00041570086614228785,9.275539196096361e-05,0.00010510563879506662,3.866620681947097e-05,0.0,0.0,0.0
heico__1982885,4,heico,2,2,0.4156815738583022,0.04884386981727936,3,0.9999717447062721,False,0.00048669931129552424,0.03412025794386864,0.41566982865333557,0.3668273389339447,0.1349482387304306,0.038663316518068314,0.0076132589019834995,0.0009092740947380662,0.000624934327788651,0.0001085972908185795,0.0,0.0,0.0
heico__1982886,4,heico,2,2,0.685528064766051,0.48912097531050686,3,0.9999754447053419,False,0.0007083371165208519,0.04965826869010925,0.6855112314224243,0.19640226662158966,0.056270189583301544,0.008629313670098782,0.0021818322129547596,0.0002605826884973794,0.00029527884908020496,5.814385076519102e-05,0.0,0.0,0.0
heico__1982887,4,heico,2,2,0.6326195989236453,0.3689045097222691,4,0.9999645118405169,False,0.001383800758048892,0.2637057304382324,0.6325971484184265,0.0856127142906189,0.013129135593771935,0.0025852802209556103,0.0006536611472256482,0.00010670725168893114,0.00014585151802748442,4.4482203520601615e-05,0.0,0.0,0.0
heico__1982888,4,heico,2,2,0.4916555189185565,0.057771062800361504,3,0.9999756518409413,False,0.0005080141127109528,0.010203735902905464,0.4916435480117798,0.43387389183044434,0.05181884765625,0.010203735902905464,0.0013809256488457322,0.0001455484889447689,0.00016492803115397692,3.247625500080176e-05,0.0,0.0,0.0
heico__1982889,3,heico,2,2,0.4477676156201819,0.14002172492014392,2,0.9999584008473903,False,0.00017020237282849848,0.03675347566604614,0.44774898886680603,0.30773308873176575,0.14536280930042267,0.047192394733428955,0.01193210668861866,0.001614835113286972,0.0012576348381116986,0.0001928645360749215,0.0,0.0,0.0
heico__1982891,3,heico,2,2,0.625289716013574,0.36463019627131077,2,0.9999739168779342,False,0.0008296004962176085,0.031130528077483177,0.6252734065055847,0.26065272092819214,0.0581594854593277,0.018881620839238167,0.003718011314049363,0.0005701755289919674,0.0006460935110226274,0.00011227421782677993,0.0,0.0,0.0
heico__1982892,3,heico,2,2,0.44238797246871914,2.5310733846607185e-06,3,0.9999665092134172,True,0.004914322402328253,0.44237062555892936,0.4423731565475464,0.08710843324661255,0.01715266890823841,0.00433687400072813,0.0010965334950014949,0.0002446696744300425,0.0002772470470517874,9.00089435162954e-05,1.4548462229289048e-06,2.0959047345631458e-07,3.0495233817368935e-07
heico__1982893,4,heico,3,3,0.6177020299319933,0.3602055146540608,2,0.9999599182701786,False,5.936598245170899e-05,0.00026605985476635396,0.009983822703361511,0.6176772713661194,0.2574861943721771,0.09472388029098511,0.018652236089110374,0.0007232257048599422,0.000341627630405128,4.623427594196983e-05,0.0,0.0,0.0
heico__1982894,4,heico,4,4,0.3718603314160978,0.043694745101095285,1,0.9999540612188866,False,0.0001413483842043206,0.0028390579391270876,0.03458680957555771,0.32815051078796387,0.37184324860572815,0.15500731766223907,0.09401669353246689,0.008744915015995502,0.004130805376917124,0.0004933543386869133,0.0,0.0,0.0
heico__1982896,5,heico,3,3,0.7902463590942687,0.6958648871945893,4,0.9999743659445812,False,8.60625586938113e-05,0.0009252596064470708,0.09437905251979828,0.7902261018753052,0.09437905251979828,0.016400618478655815,0.0032294734846800566,0.00018219441699329764,0.00014189314970280975,2.4657334506628104e-05,0.0,0.0,0.0
heico__1982897,5,heico,4,4,0.5011274494636494,0.15670790739941554,3,0.9999553420002485,False,6.184127414599061e-05,0.0002445870195515454,0.013353997841477394,0.3444041609764099,0.5011050701141357,0.12669919431209564,0.013353997841477394,0.0005177906714379787,0.00019048455578740686,2.4217393729486503e-05,0.0,0.0,0.0
heico__1982898,5,heico,3,3,0.5398297846225326,0.21240645827989854,3,0.9999487790664716,False,7.548681605840102e-05,0.0004343966138549149,0.020930400118231773,0.5398021340370178,0.32740655541419983,0.0938035398721695,0.016300613060593605,0.0008115596720017493,0.00033830839674919844,4.5785065594827756e-05,0.0,0.0,0.0
heico__1982899,5,heico,3,3,0.6431654080750336,0.4588954246766366,4,0.999962376714393,False,8.993792289402336e-05,0.0012415546225383878,0.09862890094518661,0.6431412100791931,0.18426305055618286,0.05982144922018051,0.0117795430123806,0.0005864689010195434,0.0003557113523129374,5.455010250443593e-05,0.0,0.0,0.0
heico__1982900,5,heico,2,2,0.41960647318107913,3.278987072514294e-06,5,0.9999542694029949,True,0.002201792085543275,0.41958400548943087,0.41958728432655334,0.10608828067779541,0.03902769461274147,0.009867747314274311,0.0024949570652097464,0.0004335585399530828,0.0005567001644521952,0.0001096207633963786,2.0077497164940555e-06,2.7171936648120156e-07,3.488945618211326e-07
heico__1982901,5,heico,4,4,0.20086367118440254,0.0,3,0.9999209337402135,False,0.00018314947374165058,0.01133105717599392,0.09487377852201462,0.13804054260253906,0.200847789645195,0.177247554063797,0.200847789645195,0.07388778030872345,0.09487377852201462,0.007787713780999184,0.0,0.0,0.0
heico__1982902,4,heico,3,3,0.352847593587264,0.11033922204689456,3,0.9999538341362495,False,0.00028393499087542295,0.013680754229426384,0.24249717593193054,0.35283130407333374,0.24249717593193054,0.10108786076307297,0.03718814626336098,0.0050328681245446205,0.004441490862518549,0.0004131229652557522,0.0,0.0,0.0
heico__1982903,3,heico,2,2,0.5039045559175759,0.23418385293446828,2,0.999964091097354,False,0.0005899904062971473,0.032212384045124054,0.5038864612579346,0.2697110176086426,0.14436590671539307,0.03650141507387161,0.010457830503582954,0.0008584310999140143,0.0012490097433328629,0.00013164464326109737,0.0,0.0,0.0
heico__1982904,3,heico,2,2,0.5834113931178426,0.3687863174738511,3,0.9999661873152945,False,0.0034689735621213913,0.21461781859397888,0.5833916664123535,0.13017228245735168,0.054263874888420105,0.010685191489756107,0.002384188352152705,0.0004143098194617778,0.0004694745293818414,9.840721031650901e-05,0.0,0.0,0.0
heico__1982905,3,heico,2,2,0.6336159235707275,0.4279109640130375,2,0.9999581187439617,False,0.00332477199845016,0.08574699610471725,0.6335893869400024,0.20569634437561035,0.058932989835739136,0.010241018608212471,0.0017796222819015384,0.00030925197643227875,0.0002729138941504061,6.482272874563932e-05,0.0,0.0,0.0
heico__1982906,3,heico,2,2,0.5502726743625566,0.3716253020570133,3,0.9999486011220142,False,0.0022487230598926544,0.17863819003105164,0.5502443909645081,0.17863819003105164,0.06571731716394424,0.01882832683622837,0.0042011672630906105,0.0006442698650062084,0.0006442698650062084,0.0001437560422345996,0.0,0.0,0.0
heico__1982907,3,heico,2,2,0.48938936174357955,0.22743808504755383,2,0.9999641280301148,False,0.0007357407594099641,0.08504006266593933,0.48937180638313293,0.2619418799877167,0.1237325668334961,0.03128449246287346,0.00616028206422925,0.0008337035542353988,0.0007357407594099641,0.00012785255967173725,0.0,0.0,0.0
heico__1982909,1,heico,2,2,0.5144551274824527,0.11379705054078594,2,0.9999708269679104,False,0.005043393932282925,0.4006463885307312,0.51444011926651,0.06144111230969429,0.013709365390241146,0.00346627039834857,0.0007734294631518424,0.00019555359904188663,0.00019555359904188663,5.964047886664048e-05,0.0,0.0,0.0
heico__1982922,1,heico,2,2,0.4663905265254775,0.10316522166602296,2,0.9999675255603506,False,0.0024473133962601423,0.36321350932121277,0.4663753807544708,0.11791816353797913,0.03828242048621178,0.008541963063180447,0.0021597465965896845,0.0004252792859915644,0.0004819045716430992,0.0001218445468111895,0.0,0.0,0.0
heico__1982923,1,heico,2,2,0.9000984662215811,0.8425570999403578,4,0.9999753403444629,False,0.00018313704640604556,0.014548377133905888,0.9000762701034546,0.05753994733095169,0.023986218497157097,0.002864745445549488,0.0005641017924062908,6.737236253684387e-05,0.0001258681295439601,1.9302502550999634e-05,0.0,0.0,0.0
heico__1982928,1,heico,2,2,0.6706631431131705,0.3538642926977532,2,0.9999888538211508,False,0.00013645720900967717,0.31679531931877136,0.6706556677818298,0.010840139351785183,0.0012946700444445014,0.00019854409038089216,4.430117041920312e-05,8.194892870960757e-06,1.1923500096600037e-05,3.6364615425554803e-06,0.0,0.0,0.0
heico__2051914,2,heico,1,1,0.5280629013470747,0.16513039625962786,2,0.999976181418311,True,1.8670567442313768e-05,0.528050323637722,0.36292386054992676,0.08097925782203674,0.020474761724472046,0.005866118241101503,0.0011551070492714643,0.00025773924426175654,0.00018856603128369898,6.121843762230128e-05,3.419610852574011e-07,9.797349551541176e-08,1.1817858963569413e-07
heico__2051948,1,heico,2,2,0.47293489589613347,0.10461281764827167,2,0.9999758772901259,False,0.00031550953281112015,0.368313193321228,0.47292348742485046,0.11957377940416336,0.03023298643529415,0.0067458911798894405,0.0013283448060974479,0.00024571907124482095,0.00023083171981852502,6.613439472857863e-05,0.0,0.0,0.0
heico__2051959,2,heico,1,1,0.6756702413811212,0.42710494487895556,2,0.9999821545920985,True,2.244219467684161e-05,0.6756581837700568,0.2485608607530594,0.055461421608924866,0.014022842980921268,0.0045525506138801575,0.0011510651092976332,0.0002568373456597328,0.00022665814321953803,6.912682874826714e-05,9.763104049391557e-08,3.169616037208727e-08,3.591645310060466e-08
heico__2051977,1,heico,4,4,0.3714072390024303,0.0821549920554146,5,0.9999647783042747,False,3.353264037286863e-05,0.05026273429393768,0.12057403475046158,0.28924205899238586,0.37139415740966797,0.15482011437416077,0.012708409689366817,0.0007169594173319638,0.0001812757400330156,3.150099655613303e-05,0.0,0.0,0.0
heico__2052005,2,heico,3,3,0.2891051166320933,0.06394982996701024,2,0.9999668091004423,False,4.042758882860653e-05,0.09385556727647781,0.2251478135585785,0.28909552097320557,0.2251478135585785,0.1205129325389862,0.03452753648161888,0.00679887505248189,0.004123725928366184,0.0007165961433202028,0.0,0.0,0.0
heico__2052073,2,heico,1,1,0.5973632878711492,0.3151883608174901,2,0.9999786230210377,True,2.8868789740954526e-05,0.5973505180487115,0.2821688950061798,0.08084273338317871,0.02624579519033432,0.00965528842061758,0.0024412390775978565,0.0006172418943606317,0.0004807084915228188,0.0001466078101657331,4.66618430696046e-07,1.1797961923542629e-07,1.423105778134312e-07
heico__2052164,2,heico,1,1,0.5156065350517495,0.16123502082912614,2,0.9999696505957125,True,0.00020863173995167017,0.515590886700564,0.35436075925827026,0.08959642052650452,0.029087701812386513,0.008333765901625156,0.001859514508396387,0.00041491378215141594,0.0003897754068020731,0.00012654156307689846,4.858100026574697e-07,1.2283199910694177e-07,1.3075398190934441e-07
heico__2052243,2,heico,1,1,0.4836076874154765,0.10697347786085938,2,0.9999727029370917,True,4.647908644983545e-05,0.4835944863460102,0.3766239285469055,0.10790456831455231,0.024076761677861214,0.006087559275329113,0.0011987114557996392,0.0002217393193859607,0.0001622279523871839,5.6064483942463994e-05,1.0167222592117772e-07,3.7403121165195614e-08,3.7403121165195614e-08
heico__2052244,1,heico,2,2,0.35166631194405584,0.07778831065943886,3,0.999958783701004,False,6.721502722939476e-05,0.14659029245376587,0.3516518175601959,0.2738667130470276,0.14659029245376587,0.06110791862010956,0.015450503677129745,0.0026848947163671255,0.0016284711891785264,0.0003206649562343955,0.0,0.0,0.0
heico__2052282,2,heico,1,1,0.5890426706420234,0.27375063446542003,2,0.9999738939023296,True,3.030244624824263e-05,0.5890272930365316,0.31528380513191223,0.07034932076931,0.01778709515929222,0.005774624180048704,0.0011370908468961716,0.00028750160709023476,0.00022390647791326046,7.269178604474291e-05,1.590120260563013e-07,4.84959290076415e-08,5.4953087140383085e-08
heico__2052289,2,heico,2,2,0.3100737827877315,0.0,1,0.9999714869700256,False,0.00011786467075580731,0.1292542964220047,0.3100649416446686,0.3100649416446686,0.16596581041812897,0.06918483972549438,0.012022522278130054,0.0020892012398689985,0.0009868687484413385,0.00022020017786417156,0.0,0.0,0.0
heico__2052291,2,heico,1,1,0.37435488805834616,0.043986447218895074,2,0.9999727222176225,True,0.0004966753185726702,0.37434467648717773,0.33035942912101746,0.17682866752147675,0.08352794498205185,0.02711755409836769,0.005339762661606073,0.0010514616733416915,0.0007226582965813577,0.00018271664157509804,7.467087007253115e-07,2.0097389312023328e-07,2.2773326027619744e-07
heico__2052293,2,heico,2,2,0.365132888947201,0.04290426560139146,1,0.9999692541241529,False,0.00010809234663611278,0.32221871614456177,0.36512166261672974,0.17247126996517181,0.09231720864772797,0.03396160155534744,0.009730162099003792,0.002171092666685581,0.0014921687543392181,0.000377279327949509,0.0,0.0,0.0
heico__2052298,2,heico,1,1,0.43982642021540563,0.09728824803039379,2,0.9999757426571366,True,4.227154568070546e-05,0.4398157511951301,0.34252986311912537,0.14278769493103027,0.052528657019138336,0.01705355755984783,0.0038051630835980177,0.0007492811419069767,0.0005149728385731578,0.00014754218864254653,6.418540751075623e-07,1.6228612024473806e-07,1.8389426793016214e-07
heico__2052299,2,heico,3,3,0.2963545917278044,0.0348225714387706,2,0.999971239367369,False,2.361266342632007e-05,0.13998398184776306,0.261524498462677,0.2963460683822632,0.20367549359798431,0.08490457385778427,0.01149058435112238,0.001372354687191546,0.0005374217871576548,0.00011264972999924794,0.0,0.0,0.0
heico__2052300,2,heico,2,2,0.37602722948024725,1.170652810174164e-06,1,0.9999766907439595,True,1.603691816853825e-05,0.37601729393975397,0.3760184645652771,0.17761854827404022,0.05088856443762779,0.016521098092198372,0.0022358873393386602,0.0003885389887727797,0.00020796993339899927,6.342724373098463e-05,5.155007729069311e-07,1.6735858324084755e-07,1.781522958535785e-07
heico__2052304,1,heico,2,2,0.264189583694928,0.0,4,0.9999732173273514,False,3.694371480378322e-05,0.16023479402065277,0.26418250799179077,0.26418250799179077,0.18156981468200684,0.09718732535839081,0.02457280084490776,0.004838671535253525,0.0025899542961269617,0.0005778968916274607,0.0,0.0,0.0
heico__2052350,2,heico,1,1,0.580634696141618,0.18157065790012114,2,0.9999774364050914,True,7.094746251823381e-06,0.5806215949355444,0.39905503392219543,0.019867777824401855,0.0003873600217048079,2.8060267140972428e-05,5.881750894332072e-06,1.4871395705995383e-06,1.9095250536338426e-06,1.2328820275797625e-06,1.4435533614773083e-09,8.225119453296846e-10,1.124240591771761e-09
heico__2052413,2,heico,1,1,0.69648753885858,0.40614834506796,2,0.999981858760275,True,4.849070592172211e-06,0.696474903711172,0.29033392667770386,0.01275638397783041,0.0003618707414716482,3.583005673135631e-05,7.994765837793238e-06,2.021393584072939e-06,2.5955205273930915e-06,1.4788829503231682e-06,1.6266790220634006e-09,9.866306514566284e-10,1.3485642699285696e-09
heico__2052533,2,heico,1,1,0.5807027933389525,0.1815919751693631,2,0.9999814956761378,True,3.798004627242335e-06,0.5806920478263968,0.39910343289375305,0.01987018994987011,0.0002834330662153661,2.0531821064651012e-05,4.581268058245769e-06,1.0881466323553468e-06,1.4873201052978402e-06,9.021052846946986e-07,1.2740866411591638e-09,8.756659847404038e-10,1.1243773940699507e-09
heico__2052592,2,heico,1,1,0.7181695506168624,0.45396972418226283,2,0.9999840824234635,True,3.894031578965951e-06,0.7181581190980743,0.26419562101364136,0.016889460384845734,0.000654875417239964,6.091290197218768e-05,1.2768039596267045e-05,3.0326748401421355e-06,3.4364709335932275e-06,1.9580420484999195e-06,1.7855001377209924e-09,1.0829606491407036e-09,1.4802317213022368e-09
heico__2052727,2,heico,1,1,0.5806361726509751,0.1815711231775254,2,0.9999801300848131,True,5.1906545195379294e-06,0.5806246354594701,0.3990571200847626,0.01986788399517536,0.00038736205897293985,2.8060414479114115e-05,5.525423148355912e-06,1.3970457075629383e-06,1.7938422161023482e-06,1.1581915941860643e-06,1.1967545576816238e-09,7.258683353562326e-10,9.921443695381603e-10
heico__2052791,2,heico,1,1,0.5976211670102384,0.2351455944397702,2,0.999971720707341,True,7.375021959887818e-05,0.5976042667063572,0.3624653220176697,0.038203559815883636,0.0014813129091635346,0.00010730593930929899,2.1129793822183274e-05,5.342448275769129e-06,6.053786819393281e-06,3.671807462524157e-06,2.4496289034887513e-09,1.2317505419011472e-09,1.5815993339580606e-09
heico__2052793,2,heico,1,1,0.8781691269510521,0.7593218531848401,2,0.9999853264457903,True,6.573161226697266e-05,0.8781562410887624,0.11884552985429764,0.002794979140162468,0.00010180710523854941,1.2943319234182127e-05,4.202081072435249e-06,1.2815622767448076e-06,1.5458591633432661e-06,1.062452383848722e-06,1.0978284773442187e-09,5.185774730715609e-10,7.545257775503945e-10
heico__2052798,2,heico,1,1,0.5820505742717366,0.1820134236609736,2,0.9999783679338716,True,5.5388727560057305e-06,0.5820379833152238,0.4000284969806671,0.017576023936271667,0.0003024121979251504,2.057940946542658e-05,4.313678346079541e-06,9.328983878731378e-07,1.2358894991848501e-06,8.494136523040652e-07,6.421363424562051e-10,2.8494626613175486e-10,4.1459437865474705e-10
heico__2054099,1,heico,0,1,0.8338789033263655,0.669678421860148,2,0.9999745193204035,False,0.8338576555252075,0.16419629752635956,0.001824056264013052,7.528779678978026e-05,1.0846234545169864e-05,6.179998308653012e-06,1.6633240420560469e-06,7.380955366897979e-07,1.0088569979416206e-06,7.856986030674307e-07,0.0,0.0,0.0
heico__2054228,1,heico,2,2,0.8059466757052521,0.6472463798742336,2,0.9999784445590194,False,0.0001447128306608647,0.15869687497615814,0.8059293031692505,0.0312492698431015,0.00329364906065166,0.00044574690400622785,0.00011270247341599315,3.658913556137122e-05,5.001141471439041e-05,1.9584751498769037e-05,0.0,0.0,0.0
heico__2114386,2,heico,2,2,0.30694479472549635,1.2546909286301323e-06,1,0.9999720135600838,True,7.076716428855434e-05,0.30693494977762686,0.30693620443344116,0.23904214799404144,0.09964758902788162,0.03665830194950104,0.00817957241088152,0.0014213967369869351,0.0008621206507086754,0.000217978231376037,6.937706575275548e-07,1.3661152938992854e-07,1.548011630327038e-07
