qID,video,ood,clinical,primary,answer_format,latency,timed_out,correctness
heico__2045049,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0898286539595574,False,True
heico__2079749,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0913050300441682,False,True
heico__2079752,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0282411889638752,False,True
heico__2079754,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.127239254070446,False,True
heico__2051893,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0188480650540441,False,False
heico__2079757,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1074538559187204,False,True
heico__2054487,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,0.9906599097885191,False,False
heico__2045070,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0632736750412732,False,True
heico__2045077,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0922900880686939,False,True
heico__2079716,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0999268270097673,False,True
heico__2079717,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0872278709430248,False,True
heico__2041232,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0970740248449147,False,True
heico__2060772,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0557126251515,False,True
heico__2060775,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.1762821529991925,False,True
heico__2041242,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0812283668201417,False,True
heico__2045099,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0912080509588122,False,True
heico__2079760,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0824181840289384,False,True
heico__2072460,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,open_ended,1.3378493711352348,False,False
heico__2060784,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0238664711359888,False,True
heico__2041251,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.127790512982756,False,True
heico__2051940,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0371302550192922,False,False
heico__2045111,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.090562951983884,False,True
heico__2079764,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0917609489988536,False,True
heico__2051948,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0348531710915267,False,False
heico__2079766,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0721242120489478,False,True
heico__2045123,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.081643746001646,False,True
heico__2054542,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0322567780967802,False,True
heico__2045126,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0860377340577543,False,True
heico__2041276,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0846929678227752,False,True
heico__2052465,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0337521450128406,False,True
heico__2052469,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0260983549524099,False,True
heico__2053808,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0111615539062768,False,True
heico__2041286,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1280508518684655,False,True
heico__2053810,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,0.9802555369678885,False,True
heico__2052475,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0015449409838766,False,True
heico__2051977,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0638043540529907,False,False
heico__2041294,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0718242730945349,False,True
heico__2053820,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.036072198068723,False,True
heico__2045153,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1170596608426422,False,False
heico__2053823,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0636172050144523,False,True
heico__2072470,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,open_ended,1.3027371549978852,False,True
heico__2079770,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0801247698254883,False,True
heico__2079771,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.069456318859011,False,True
heico__2052488,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,0.9874567580409348,False,True
heico__2072471,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,open_ended,1.3291126538533717,False,True
heico__2072474,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,open_ended,1.304979729000479,False,True
heico__2072475,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,open_ended,1.310914752073586,False,True
heico__2045162,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1352085729595274,False,False
heico__2079776,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0542854890227318,False,True
heico__2079777,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.106795348925516,False,True
heico__2045164,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1479802487883717,False,False
heico__2079778,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1055618419777602,False,True
heico__2060848,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0643208120018244,False,True
heico__2041314,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0835918709635735,False,True
heico__2079782,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0725918500684202,False,True
heico__2051999,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0450064539909363,False,True
heico__2045169,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.018027797108516,False,False
heico__2681947,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_situs,open_ended,1.2270331769250333,False,True
heico__2041319,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0484775840304792,False,True
heico__2052003,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0448703649453819,False,True
heico__2052007,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.061205510981381,False,False
heico__2045176,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0362305969465524,False,False
heico__2060859,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0628449071664363,False,True
heico__2052510,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0437458970118314,False,True
heico__2079785,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.258112844079733,False,False
heico__2041329,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.081632335903123,False,True
heico__2041331,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0914172499906272,False,True
heico__2060204,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,0.9648712079506367,False,True
heico__2041333,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0627959868870676,False,True
heico__2060870,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.037045104894787,False,True
heico__2045191,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0883997979108244,False,False
heico__2045194,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.2686918859835714,False,False
heico__2045199,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.132462769979611,False,False
heico__2053869,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0114378640428185,False,True
heico__2045203,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1091960221529007,False,False
heico__2041353,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0448217547964305,False,True
heico__2060228,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0255738561972976,False,True
heico__2681948,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_situs,open_ended,1.3018517070449889,False,False
heico__2681949,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_situs,open_ended,1.2359116831794381,False,True
heico__2041361,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0534717219416052,False,False
heico__2041362,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.071271443972364,False,True
heico__2045220,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1383338440209627,False,False
heico__2060273,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,0.9982547189574689,False,True
heico__2052596,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.1185976080596447,False,True
heico__2079894,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1066117300651968,False,True
heico__2072503,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,open_ended,1.6534585061017424,False,True
heico__2041423,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.097517834044993,False,False
heico__2079908,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.170472078025341,False,True
heico__2072515,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,open_ended,1.3052304279990494,False,True
heico__2052618,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0541214488912374,False,True
heico__2041434,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1397005910985172,False,True
heico__2079915,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0987124210223556,False,True
heico__2041444,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.2383215560112149,False,True
heico__2053967,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0240802101325244,False,True
heico__2052130,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0824026050977409,False,False
heico__2053969,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0195226219948381,False,True
heico__2045331,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1909059241879731,False,False
heico__2041479,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.066555425990373,False,True
heico__2061020,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0542948287911713,False,True
heico__2052172,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0551624968647957,False,False
heico__2045348,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1404306788463145,False,False
heico__2052181,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0632254648953676,False,False
heico__2052183,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.028358528856188,False,False
heico__2045359,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1957338210195303,False,False
heico__2072537,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,open_ended,1.3933794919867069,False,True
heico__2079794,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0658498180564493,False,True
heico__2045379,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1377334161661565,False,False
heico__2052716,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.1762379028368741,False,False
heico__2052717,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.2255058910232037,False,True
heico__2079806,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.344208733877167,False,True
heico__2054061,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.2624924220144749,False,True
heico__2072554,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,open_ended,1.5712851958815008,False,True
heico__2079810,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.2726675048470497,False,True
heico__2061080,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.2396939729806036,False,True
heico__2072570,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,open_ended,1.5552381991874427,False,True
heico__2079825,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.2286013928242028,False,True
heico__2079828,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.2816115808673203,False,True
heico__2041568,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.3291148140560836,False,True
heico__2041574,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.3046897689346224,False,False
heico__2054099,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.31906752102077,False,True
heico__2052264,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.1796999839134514,False,False
heico__2045435,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1017325320281088,False,False
heico__2079844,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.207709379028529,False,False
heico__2045440,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0192257729358971,False,False
heico__2079845,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,0.9998854550067335,False,False
heico__2079847,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1251674389932305,False,True
heico__2041593,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.030231833923608,False,True
heico__2061131,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.04464530502446,False,True
heico__2045457,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.2368590410333127,False,False
heico__2052788,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.034487091936171,False,True
heico__2096344,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,1.070526696043089,False,False
heico__2045458,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1753137249033898,False,False
heico__2031412,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.2073039999231696,False,False
heico__2052789,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,0.9829244210850447,False,True
heico__2061139,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,0.9905636790208519,False,False
heico__2052289,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0097646189387888,False,False
heico__2052791,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,0.9984167981892824,False,True
heico__2052291,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,0.9917924569454044,False,False
heico__2073638,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0619152190629393,False,True
heico__2096345,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,1.0273908211383969,False,False
heico__2031413,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1900332658551633,False,False
heico__2073639,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0089901702012867,False,True
heico__2045461,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1208998609799892,False,False
heico__2031414,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1001604269258678,False,False
heico__2052292,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0484934248961508,False,False
heico__2073640,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0249869271647185,False,False
heico__2045462,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.005439410218969,False,False
heico__2052793,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0839327101130038,False,False
heico__2052293,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.015929511981085,False,False
heico__2061144,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.019126403843984,False,False
heico__2096346,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,1.0619919979944825,False,True
heico__2073641,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0109222650062293,False,False
heico__2052294,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0074252551421523,False,False
heico__2096347,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,1.0558467349037528,False,True
heico__2052795,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,0.9718239600770175,False,True
heico__2061145,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,0.9941898400429636,False,False
heico__2073643,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0624103979207575,False,True
heico__2031418,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1373122069053352,False,False
heico__2096348,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,1.045893481001258,False,True
heico__2052796,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0340251540765166,False,True
heico__2045465,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1774023298639804,False,False
heico__2061146,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.02295534289442,False,False
heico__2096349,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,1.0822286438196898,False,True
heico__2031419,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.117441490991041,False,False
heico__2073644,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0862439831253141,False,True
heico__2052798,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.014578036032617,False,False
heico__2052298,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.032991565996781,False,False
heico__2096350,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,1.0473662880249321,False,False
heico__2073645,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.018458765000105,False,False
heico__2045467,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1802715719677508,False,False
heico__2052799,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.1299181268550456,False,True
heico__2045468,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1676696960348636,False,False
heico__2096351,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,1.078220184892416,False,True
heico__2052299,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0440189170185477,False,False
heico__2031421,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.144283289089799,False,False
heico__2061149,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.339760015020147,False,False
heico__2073647,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.230283198878169,False,True
heico__2052300,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.368987807072699,False,False
heico__2045469,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.3347861291840672,False,False
heico__2096352,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,1.34024099400267,False,True
heico__2061150,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.3485097219236195,False,False
heico__2031422,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.4128441500943154,False,False
heico__2052301,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.2652730240952224,False,False
heico__2031423,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.2084765669424087,False,False
heico__2061151,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0171782388351858,False,False
heico__2052801,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0018614190630615,False,True
heico__2045470,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.2105237608775496,False,False
heico__2096353,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,1.0444671961013228,False,True
heico__2031424,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.154384400928393,False,False
heico__2061152,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0119677630718797,False,False
heico__2096354,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,1.0418376820161939,False,True
heico__2052802,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0234813019633293,False,True
heico__2052302,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0216621458530426,False,False
heico__2073649,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0610563119407743,False,True
heico__2681420,0020 - Heico - Sigma - 1.avi,True,False,object_attributes,open_ended,1.1270518749952316,False,True
heico__2096355,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,1.055695896036923,False,True
heico__2052304,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0362512869760394,False,False
heico__2079850,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0181612758897245,False,False
heico__2045175,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0611783508211374,False,False
heico__2041613,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0179373768623918,False,False
heico__2079853,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0727844790089875,False,False
heico__2041615,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.027326441835612,False,False
heico__2054579,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0735325771383941,False,False
heico__2045337,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1367954288143665,False,False
heico__2045245,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.113298251060769,False,True
heico__2079723,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0025737979449332,False,False
heico__2045014,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,0.9930551629513502,False,False
heico__2041148,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,0.999168406939134,False,False
heico__2045037,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1051586531102657,False,False
heico__2052607,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,0.9898661409970373,False,True
heico__2051993,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0151791837997735,False,False
heico__2060857,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0397586680483073,False,True
heico__2031426,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.2436577130574733,False,False
heico__2041224,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0582216780167073,False,False
heico__2045285,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1862453171052039,False,False
heico__2041386,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0330560160800815,False,False
heico__2045282,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1217348291538656,False,False
heico__2041458,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0576149609405547,False,True
heico__2041178,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0318957490380853,False,False
heico__2041547,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.059749955078587,False,False
heico__2041302,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0409778151661158,False,False
heico__2045403,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0321258991025388,False,False
heico__2052651,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0497574510518461,False,True
heico__2041123,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0165997699368745,False,False
heico__2045405,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1217925290111452,False,False
heico__2045408,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.060264082858339,False,False
heico__2079859,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.019155093934387,False,False
heico__2072613,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,open_ended,1.6734453921671957,False,False
heico__2681421,0020 - Heico - Sigma - 1.avi,True,False,object_identification,open_ended,1.145432675955817,False,False
heico__2096356,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,1.1169984210282564,False,False
heico__2045036,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1542805922217667,False,False
heico__2031427,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1156082451343536,False,False
heico__2061064,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0747454138472676,False,False
heico__2073653,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0269762331154197,False,False
heico__2031428,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.1133352608885616,False,False
heico__2061085,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,0.9787189208436757,False,False
heico__2096357,0020 - Heico - Sigma - 1.avi,True,False,spatial_localization_camera,fo_class,0.997664051130414,False,False
heico__2045466,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.084319839021191,False,False
heico__2052164,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,number,1.0178134569432586,False,False
heico__2060779,0020 - Heico - Sigma - 1.avi,True,False,object_aggregation,binary,1.0342178929131478,False,True
heico__2079862,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,1.0913946500513703,False,True
heico__2079729,0020 - Heico - Sigma - 1.avi,True,False,object_identification,fo_class,0.9856136331800371,False,False
