video,dataset,qID,fp,gold_clip,spec_frac,blob_count,mean_v,sat_low,n_inside
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__127027,False,True,0.0019770844840102477,275,104.52807036771384,0.47272068310330645,921559
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__127049,True,False,0.016980399135409163,92,112.713289611889,0.4292582834920442,921592
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__127053,False,False,0.039703078697600126,224,138.58265217433765,0.44316404999614795,921591
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__134034,False,True,0.04738834068650322,223,127.13605498275821,0.5383985208301233,921598
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__134160,False,False,0.007698567708333334,104,115.01820421006944,0.2458745659722222,921600
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__134183,False,False,0.01335549845480746,6,130.93837893676863,0.9421193010173964,921568
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__134187,False,False,0.020380859375,124,111.9790158420139,0.159716796875,921600
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136534,False,True,0.0019770844840102477,275,104.52807036771384,0.47272068310330645,921559
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136563,False,False,0.0012749662812109033,16,121.97083853718507,0.956949542802517,921593
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136825,False,False,0.13144539367101107,67,120.7111664997412,0.8222759229097333,921569
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__168312,False,False,0.002894968419019552,210,122.09829654763081,0.19716384240868318,921599
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__168380,False,False,0.01720284030243318,25,137.9285247701803,0.28470516237120114,921592
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__126957,False,True,0.007579275861769633,68,110.82496267328709,0.6884923046206999,921592
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__126958,False,True,0.011136067708333334,58,116.36268880208333,0.6934819878472223,921600
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__126971,False,False,0.04296622795452498,101,112.59524328829019,0.5431751126621027,921561
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__127038,False,True,0.020226133379630633,104,118.60894333644393,0.43456672236810695,921580
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__127066,False,False,0.008020929069248874,164,120.0422259814299,0.3332743771898319,921589
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__134004,False,True,0.0592982817832128,202,112.84092144597139,0.4239259110563751,921595
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__134099,False,False,0.005850694444444445,70,131.31950737847222,0.419521484375,921600
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__134106,False,False,0.007456597222222222,47,112.65258029513889,0.47189561631944443,921600
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__134110,False,False,0.001735029806922324,62,113.65859626431481,0.5463965850620336,921598
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__134113,False,False,0.012886508446327194,99,117.31139863539298,0.6980264414312749,921584
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__134147,False,False,0.00013564501374355278,114,98.75054556424527,0.7200178400322076,921523
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136408,False,False,0.004252460980225351,138,114.81755759648605,0.6238422108022709,921584
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136425,False,False,0.04296622795452498,101,112.59524328829019,0.5431751126621027,921561
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136428,False,True,0.019964257696151354,240,112.86524153181922,0.3960614021095989,921597
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136435,False,True,0.024673581505067856,295,120.18233645437846,0.4752293040420229,921593
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136439,False,False,0.015393980429560089,109,117.61831348728398,0.36671462704835317,921594
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136473,False,True,0.010550175999027774,197,118.17711122878137,0.39660436894257356,921596
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136529,False,False,0.031849131125928416,90,114.05625790070475,0.4234832003211823,921595
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136579,False,False,0.003629636059810326,211,125.85702489203325,0.4803804336031598,921580
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136685,False,False,0.0045529513888888885,24,124.44573893229166,0.3214529079861111,921600
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136708,False,False,0.002709486022329116,48,91.8166349637632,0.47054342719056574,921577
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136709,False,False,0.014773428878662568,78,116.26194813945943,0.6784405595999076,921587
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136853,False,False,0.003130442330958827,142,118.03132395466555,0.5688832947227361,921595
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136866,False,True,0.007579275861769633,68,110.82496267328709,0.6884923046206999,921592
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136867,False,True,0.011136067708333334,58,116.36268880208333,0.6934819878472223,921600
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136869,False,False,0.005850694444444445,70,131.31950737847222,0.419521484375,921600
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__136870,False,False,0.05178830683226309,68,134.12596055981024,0.4690743686509736,921598
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__168337,False,True,0.020616431295742706,188,117.36447571872677,0.40821076503236237,921595
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__182065,False,False,0.0018988818298710387,104,108.80837895170872,0.5224095182808066,921595
0004 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__182066,False,False,0.0013715426599680985,28,113.87807701906488,0.3468136590023763,921590
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__582532,False,True,0.07265680621837416,70,111.38100787485816,0.0056663826470374715,785157
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__5026641,False,True,0.003268897358150476,180,75.60452324761388,0.038072216154564874,785586
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__582509,False,True,0.021670642699042206,297,123.69285656399893,0.050289212036488326,789732
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__582525,False,True,0.0061606336651769894,220,80.44175083405405,0.042174496678388504,787419
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__582533,False,True,0.05626630279567163,74,116.280361755466,0.047653984070066324,787825
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__582657,False,False,0.13041894122930756,139,123.28437652208567,0.19705229332844157,790445
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__582658,False,False,0.0031489445719941377,161,89.87264873320795,0.026816654980470974,790106
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__582720,False,True,0.0066581977397337485,241,103.0620502993466,0.01154830644681231,789553
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__582841,False,True,0.003281612315623367,276,100.19647559657606,0.007824114713090424,788332
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__582941,False,False,0.0031489445719941377,161,89.87264873320795,0.026816654980470974,790106
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__582978,False,True,0.017729575930634133,157,97.40493241815993,0.07533129226250919,785862
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__583094,False,True,0.007059016870089565,310,103.33357899993047,0.017165900802103548,791045
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__594073,False,True,0.00944909649593363,117,88.29093477701223,0.011745743087550298,788541
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__594128,False,True,0.0033625885318434843,223,83.19840671296797,0.07060418492202075,786299
0016 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__594172,False,True,0.0011649319403977522,36,56.499200397932505,0.005672600001804098,776011
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__607050,False,True,0.0347816937373447,244,128.66634416246,0.14542715553856064,389659
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__607052,True,False,0.05646689557727272,204,127.58202701281917,0.20794024048435364,389963
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__607057,False,True,0.0261987400664496,170,137.58468231821635,0.5962355456770673,390973
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__607076,False,False,0.07290018696965339,57,116.77932444371392,0.5712564977091081,389368
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__607087,True,False,0.006358137282179697,89,136.85438113786955,0.2270663946167084,388164
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__607090,False,False,0.06328499153325923,45,121.79998493647348,0.08640231043331013,385036
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__616970,True,False,0.06921903638857202,74,130.91731244953152,0.18395006344608364,390095
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__620717,False,True,0.03536882843635377,192,126.5475590[redacted-port]94,0.3945398187277153,390683
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__620726,True,False,0.033102358626956915,216,127.12944049733571,0.073601243339254,387344
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__620775,False,True,0.01782697334298758,163,126.71968284779673,0.20745584980460424,389466
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__620870,False,False,0.07163326751965342,61,125.60882836103208,0.12973845539957196,385938
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__620871,False,False,0.03569112131443411,67,130.66829202012977,0.41989494166416713,390069
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__621000,False,True,0.02177448477041006,165,125.50178892938276,0.22897527768742781,390457
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__621028,False,False,0.029865869080629895,48,131.84526591474003,0.5806670890589288,389843
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__621053,False,False,0.15309018274859634,96,146.48110409834538,0.17184113026988065,375981
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__621133,True,False,0.04344659758496101,183,123.09320645275442,0.13683511422585667,389973
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__685559,True,False,0.019181211498973307,199,129.93488706365503,0.17072381930184805,389600
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__606871,False,True,0.05768162467008169,419,123.54588136508741,0.050249982720088474,390627
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__607036,False,True,0.025767967604516263,269,129.33787493227402,0.1771095196398904,389437
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__607064,False,True,0.056087715358863394,116,121.23409049154895,0.18539489262676573,391904
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__607067,False,False,0.05223124120691548,126,123.13137219355383,0.2793181545438065,391643
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__616937,False,True,0.016367751598623987,133,135.1068489701753,0.8897366926916743,389241
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__616948,False,False,0.053118181958850624,72,117.00823451740519,0.14593380407367482,387758
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__617217,False,False,0.06024745310158749,83,120.25818440795301,0.17699252841728547,391751
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__620656,False,True,0.05744484356185073,135,121.62848490723921,0.21561269057289223,391976
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__620689,False,True,0.03924040275938246,371,133.79466993265183,0.07755010201942204,391102
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__620847,False,True,0.042909550852098174,78,128.85241952691777,0.6028726338818605,388981
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__620873,False,False,0.09284193242168458,46,119.16107191420582,0.43971572978936296,389770
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__621036,False,False,0.0569297583081571,149,118.23137298930351,0.19660937372417736,391904
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__667182,False,False,0.01839121507008303,41,140.33034550486565,0.24333286568801255,392035
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__667194,False,True,0.010279593645248705,138,141.7093176476632,0.9722255756906362,389315
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__667426,False,False,0.033102358626956915,216,127.12944049733571,0.073601243339254,387344
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__685532,False,True,0.04703135423615744,199,122.83563657823164,0.04007030327910915,389740
0017 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__685533,False,False,0.07621239435899403,153,135.42675514300691,0.07960569214836408,391065
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__5026642,False,True,0.004661296347229946,373,125.71737122583326,0.005428770803782364,832601
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__5026643,False,False,0.003191672102239216,79,111.31485238666681,0.005489627966591349,832479
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__5026644,False,False,0.000423085059328064,36,96.49734129502491,0.017363314679128446,831984
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__5026645,False,False,0.003479073319939041,144,111.05212365181406,0.010982438906055414,832693
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__5026646,False,False,0.1653576254299694,72,115.27712029311654,0.09079322983295188,834071
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__723103,False,True,0.009495258371356771,105,122.56935426962598,0.06269966804999172,833258
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__723120,True,False,0.0015801582079372932,71,108.09150869087014,0.0072367883884787735,832828
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__723128,True,False,0.003674902464473935,153,99.17717487957164,0.004666523686854934,829954
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__723141,False,False,0.003814629434281444,102,106.23703206211057,0.007289246229223786,832322
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__723168,False,True,0.00238938722849101,48,109.10866966751598,0.005583645971858328,832431
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__733714,True,False,0.006990611062356491,177,124.30144620896097,0.11581212507363284,831830
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__733864,False,False,0.002525993324933394,128,114.3083719666439,0.0011241331550750704,831752
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737271,False,False,0.002721608078828147,116,111.25839542827494,0.00712110074994355,832596
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737300,True,False,0.012932416499433472,476,98.55570046970067,0.0980444254821234,782839
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737454,False,True,0.0036110403970817293,189,103.56882633344875,0.010355349057184257,828847
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737473,False,False,0.02538975019723167,142,90.66604144927153,0.13307524103091223,832777
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737477,False,False,0.12768100582654815,3,103.8805744378875,0.05608052588331964,856768
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737626,False,False,0.0022797740656171133,258,86.95738973681048,0.15431678884749428,832100
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737664,True,False,0.0035093534718819356,85,100.70031298340683,0.015440194467663986,832632
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737692,True,False,0.0019772009273384666,93,112.4855697966342,0.0029850208410911842,832490
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737731,False,True,0.009495258371356771,105,122.56935426962598,0.06269966804999172,833258
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737762,False,False,0.000655810953484266,52,101.44252345485054,0.00763791548206309,832557
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__723059,False,True,0.004172538245211787,162,97.65418897662816,0.009613704111551234,818207
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__723094,False,False,0.16724053005562062,17,103.57494280341753,0.07763754444794661,834403
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__723095,False,False,0.0418633349498946,132,106.62525508856675,0.08936382712077634,833044
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__723112,False,False,0.002301695037420564,35,108.24760280143676,0.010400874548010043,832430
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__723126,False,False,0.0035024839289317664,127,114.33773025588792,0.0037583238043990045,832552
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__723166,False,False,0.01836314585877957,93,91.22491492554161,0.07596137625931126,788427
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__733533,False,False,0.007262624474276864,468,100.58964686014681,0.0581208052029412,807697
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__733556,False,False,0.04776179645517111,1279,88.259793061186,0.2049958164419723,678848
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__733861,False,True,0.012775057061182885,164,101.35483561208737,0.045274693888605735,812286
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__733904,False,True,0.0035445276025132394,107,123.79866098293077,0.0037234956176858836,832551
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737263,False,False,0.0015420422692521095,64,103.9560926282213,0.008919585618174,832662
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737393,False,False,0.0019164817429897115,84,108.24825763470609,0.012303428533002873,832776
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737437,False,True,0.0016980458652643268,56,110.7478828504578,0.002444320799679859,832133
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737463,False,False,0.000423085059328064,36,96.49734129502491,0.017363314679128446,831984
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737647,False,False,0.08645297903857373,20,113.22411632379173,0.13990929759655438,833054
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737660,False,False,0.016817734538007934,140,97.70656365522194,0.07172077144950206,827222
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737672,False,True,0.007449687643734092,159,100.44005350782471,0.011385909688809103,806611
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__737703,False,True,0.01108637084968446,336,109.03719322417547,0.019979332997084476,812890
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__781962,False,False,0.0010472562366991252,38,100.3100911305083,0.04045867901596345,832652
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__782045,False,False,0.07035825913376934,125,92.40818821737189,0.23190581251805742,761460
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__782316,False,True,0.011605165733540567,119,97.31265348549077,0.049064862321821355,811966
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__801279,False,True,0.012252556593013591,133,112.69914603027316,0.08765634363703145,827664
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__801288,False,False,0.0022026749168892563,71,112.43027825284882,0.0021522319798612578,832624
0019 - Laparoscopic Cholecystectomy.mp4,lapchole,lapchole__801296,False,False,0.002457324425732659,165,113.50579647246511,0.05442300363429146,831799
0020 - Heico - Sigma - 1.avi,heico,heico__2031412,True,False,0.058324628316004275,130,136.46187202409874,0.0591779224565154,329312
0020 - Heico - Sigma - 1.avi,heico,heico__2031413,True,False,0.031742657954186605,141,134.6812343624748,0.026911725411130273,329336
0020 - Heico - Sigma - 1.avi,heico,heico__2031414,True,False,0.013175929744547682,169,135.17684857232965,0.02925086727638825,329768
0020 - Heico - Sigma - 1.avi,heico,heico__2031418,True,False,0.01741045596793592,169,136.56677138589896,0.03657498432241001,330089
0020 - Heico - Sigma - 1.avi,heico,heico__2031419,True,False,0.015292196678006562,153,137.27645007770303,0.03232324456306062,330103
0020 - Heico - Sigma - 1.avi,heico,heico__2031421,True,False,0.015250538058140592,151,136.3052593288672,0.034569098790505924,329890
0020 - Heico - Sigma - 1.avi,heico,heico__2031422,True,False,0.020722548603960996,153,135.75431530494822,0.04517291502634607,330220
0020 - Heico - Sigma - 1.avi,heico,heico__2031424,True,False,0.015419683967711722,183,136.47140220004061,0.0366016677629485,329903
0020 - Heico - Sigma - 1.avi,heico,heico__2031426,True,False,0.05545208517922476,134,139.21014532062756,0.0966764913295843,331818
0020 - Heico - Sigma - 1.avi,heico,heico__2031428,True,False,0.03617194816179802,181,136.89729933842855,0.053251971120442256,331030
0020 - Heico - Sigma - 1.avi,heico,heico__2031430,True,False,0.04082822279445568,166,134.8090255972645,0.0913496930671947,332809
0020 - Heico - Sigma - 1.avi,heico,heico__2031431,True,False,0.02471152771779997,153,136.95534228621645,0.05599729420397957,331141
0020 - Heico - Sigma - 1.avi,heico,heico__2031436,True,False,0.05094034535018318,126,131.54102077590426,0.11999844866883853,335196
0020 - Heico - Sigma - 1.avi,heico,heico__2031438,True,False,0.018459250931575653,124,135.542556310084,0.04300812049889541,330891
0020 - Heico - Sigma - 1.avi,heico,heico__2041123,True,False,0.04510778634806927,143,134.27219601471378,0.10410488103938777,331118
0020 - Heico - Sigma - 1.avi,heico,heico__2041142,False,False,0.0021478572854714095,41,145.38397032931795,0.1379680665049219,330562
0020 - Heico - Sigma - 1.avi,heico,heico__2041148,True,False,0.02873662278911256,179,139.9692917600312,0.06455836682360981,330693
0020 - Heico - Sigma - 1.avi,heico,heico__2041178,True,False,0.022773989658888195,245,141.7797578622332,0.04330529219828614,331299
0020 - Heico - Sigma - 1.avi,heico,heico__2041224,True,False,0.05296740374766524,200,138.4770711574381,0.08781105018979334,331940
0020 - Heico - Sigma - 1.avi,heico,heico__2041302,True,False,0.025954267739398705,136,133.28999758030366,0.08219103502510434,330620
0020 - Heico - Sigma - 1.avi,heico,heico__2041362,True,False,0.0783908416255041,47,119.57235962965615,0.20156835373565277,335256
0020 - Heico - Sigma - 1.avi,heico,heico__2041386,True,False,0.051829231602382814,205,138.72114447319333,0.11601781093928636,332380
0020 - Heico - Sigma - 1.avi,heico,heico__2041503,True,False,0.009150872859473712,109,140.29855214605072,0.007716035368441445,330351
0020 - Heico - Sigma - 1.avi,heico,heico__2041547,True,False,0.0295572904859921,132,134.41913380424302,0.07480149554630662,330849
0020 - Heico - Sigma - 1.avi,heico,heico__2041574,True,False,0.022738598234428937,195,138.28439707530103,0.07498391777983818,331111
0020 - Heico - Sigma - 1.avi,heico,heico__2041615,True,False,0.01347900758156314,106,134.56321654555754,0.03870746918759447,330143
0020 - Heico - Sigma - 1.avi,heico,heico__2044999,True,False,0.02042299342645351,89,131.1616630282097,0.03293766380657598,328894
0020 - Heico - Sigma - 1.avi,heico,heico__2045014,True,False,0.026956534894627755,215,139.4240033888561,0.056055310972934536,330495
0020 - Heico - Sigma - 1.avi,heico,heico__2045037,True,False,0.05545208517922476,134,139.21014532062756,0.0966764913295843,331818
0020 - Heico - Sigma - 1.avi,heico,heico__2045061,False,False,0.018459250931575653,124,135.542556310084,0.04300812049889541,330891
0020 - Heico - Sigma - 1.avi,heico,heico__2045070,True,False,0.02847059251578162,103,139.57840782986776,0.04108679437501137,329814
0020 - Heico - Sigma - 1.avi,heico,heico__2045109,False,False,0.05094034535018318,126,131.54102077590426,0.11999844866883853,335196
